Data,Regione,Cumulati positivi,Nuovi positivi,Deceduti,Nuovi morti,Attualmente positivi,Attualmente ricoverati,Ricoverati con sintomi,Terapia intensiva,Isolamento domiciliare,Dimessi guariti,Tamponi
Date,Region,Cumulative Positive ,New positives,Deceased,New dead,Currently positive ,Currently hospitalized,Hospitalized with symptoms,Intensive care,Home isolation,Discharged healed,Swabs
3/8/2020,Lombardia,4189,769,267,113,3372,2616,2217,399,756,550,18534
3/8/2020,Liguria,78,27,6,2,67,50,39,11,17,5,401
3/8/2020,Piemonte,360,153,5,0,355,290,245,45,65,0,1636
3/8/2020,Valle d'Aosta,9,1,0,0,9,1,1,0,8,0,41
3/8/2020,Emilia-Romagna,1180,170,56,8,1097,617,542,75,480,27,4344
3/8/2020,Friuli Venezia Giulia,57,15,1,1,53,8,7,1,45,3,997
3/8/2020,Veneto,670,127,18,5,623,193,146,47,430,29,15918
3/8/2020,Trentino-Alto Adige,32,9,0,0,32,17,15,2,15,0,264
3/8/2020,Lazio,87,11,3,2,81,55,47,8,26,3,1929
3/8/2020,Marche,272,65,7,1,265,151,110,41,114,0,1025
3/8/2020,Toscana,166,53,0,0,165,98,91,7,67,1,1618
3/8/2020,Umbria,26,2,0,0,26,4,2,2,22,0,168
3/8/2020,Abruzzo,17,6,0,0,17,14,14,0,3,0,163
3/8/2020,Basilicata,4,1,0,0,4,2,2,0,2,0,123
3/8/2020,Calabria,9,5,0,0,9,5,5,0,4,0,113
3/8/2020,Campania,101,40,0,0,100,37,30,7,63,1,980
3/8/2020,Molise,14,0,0,0,14,6,4,2,8,0,116
3/8/2020,Puglia,40,14,3,1,36,20,17,3,16,1,627
3/8/2020,Sardegna,11,6,0,0,11,5,5,0,6,0,149
3/8/2020,Sicilia,53,18,0,0,51,18,18,0,33,2,791
3/8/2020,NA,7375,1492,366,133,6387,4207,3557,650,2180,622,49937
3/7/2020,Lombardia,3420,808,154,19,2742,2020,1661,359,722,524,15778
3/7/2020,Liguria,51,19,4,1,42,32,26,6,10,5,331
3/7/2020,Piemonte,207,64,5,1,202,148,110,38,54,0,1046
3/7/2020,Valle d'Aosta,8,1,0,0,8,1,1,0,7,0,32
3/7/2020,Emilia-Romagna,1010,140,48,11,937,528,464,64,409,25,3604
3/7/2020,Friuli Venezia Giulia,42,11,0,0,39,8,7,1,31,3,577
3/7/2020,Veneto,543,55,13,1,505,164,123,41,341,25,14429
3/7/2020,Trentino-Alto Adige,23,9,0,0,23,15,14,1,8,0,230
3/7/2020,Lazio,76,22,1,0,72,51,43,8,21,3,1582
3/7/2020,Marche,207,48,6,2,201,130,94,36,71,0,816
3/7/2020,Toscana,113,34,0,0,112,61,54,7,51,1,1331
3/7/2020,Umbria,24,8,0,0,24,4,2,2,20,0,134
3/7/2020,Abruzzo,11,2,0,0,11,11,11,0,0,0,123
3/7/2020,Basilicata,3,0,0,0,3,1,1,0,2,0,75
3/7/2020,Calabria,4,0,0,0,4,2,2,0,2,0,113
3/7/2020,Campania,61,4,0,0,61,16,16,0,45,0,612
3/7/2020,Molise,14,2,0,0,14,5,3,2,9,0,112
3/7/2020,Puglia,26,9,2,1,23,11,9,2,12,1,395
3/7/2020,Sardegna,5,0,0,0,5,2,2,0,3,0,99
3/7/2020,Sicilia,35,11,0,0,33,8,8,0,25,2,643
3/7/2020,NA,5883,1247,233,36,5061,3218,2651,567,1843,589,42062
3/6/2020,Lombardia,2612,361,135,37,2008,1931,1622,309,77,469,13556
3/6/2020,Liguria,32,4,3,0,24,17,12,5,7,5,229
3/6/2020,Piemonte,143,35,4,2,139,87,57,30,52,0,793
3/6/2020,Valle d'Aosta,7,5,0,0,7,0,0,0,7,0,28
3/6/2020,Emilia-Romagna,870,172,37,7,816,450,397,53,366,17,3136
3/6/2020,Friuli Venezia Giulia,31,10,0,0,28,4,4,0,24,3,577
3/6/2020,Veneto,488,81,12,2,454,144,117,27,310,22,13023
3/6/2020,Trentino-Alto Adige,14,6,0,0,14,8,8,0,6,0,158
3/6/2020,Lazio,54,10,1,1,50,34,26,8,16,3,1373
3/6/2020,Marche,159,35,4,0,155,93,73,20,62,0,585
3/6/2020,Toscana,79,18,0,0,78,40,35,5,38,1,1097
3/6/2020,Umbria,16,7,0,0,16,4,2,2,12,0,110
3/6/2020,Abruzzo,9,1,0,0,9,9,9,0,0,0,96
3/6/2020,Basilicata,3,2,0,0,3,1,1,0,2,0,63
3/6/2020,Calabria,4,2,0,0,4,2,2,0,2,0,99
3/6/2020,Campania,57,12,0,0,57,12,12,0,45,0,471
3/6/2020,Molise,12,5,0,0,12,5,3,2,7,0,104
3/6/2020,Puglia,17,3,1,0,15,6,5,1,9,1,395
3/6/2020,Sardegna,5,3,0,0,5,2,2,0,3,0,99
3/6/2020,Sicilia,24,6,0,0,22,7,7,0,15,2,367
3/6/2020,NA,4636,778,197,49,3916,2856,2394,462,1060,523,36359
3/5/2020,Lombardia,2251,431,98,25,1777,1413,1169,244,364,376,12354
3/5/2020,Liguria,28,2,3,2,21,14,11,3,7,4,146
3/5/2020,Piemonte,108,26,2,2,106,60,43,17,46,0,543
3/5/2020,Valle d'Aosta,2,2,0,0,2,0,0,0,2,0,21
3/5/2020,Emilia-Romagna,698,154,30,8,658,359,327,32,299,10,2884
3/5/2020,Friuli Venezia Giulia,21,3,0,0,21,4,4,0,17,0,397
3/5/2020,Veneto,407,47,10,4,380,116,92,24,264,17,11949
3/5/2020,Trentino-Alto Adige,8,2,0,0,8,3,3,0,5,0,142
3/5/2020,Lazio,44,14,0,0,41,27,20,7,14,3,1175
3/5/2020,Marche,124,40,4,0,120,76,57,19,44,0,413
3/5/2020,Toscana,61,23,0,0,60,29,26,3,31,1,776
3/5/2020,Umbria,9,0,0,0,9,2,1,1,7,0,88
3/5/2020,Abruzzo,8,1,0,0,8,8,8,0,0,0,96
3/5/2020,Basilicata,1,0,0,0,1,0,0,0,1,0,54
3/5/2020,Calabria,2,1,0,0,2,1,1,0,1,0,53
3/5/2020,Campania,45,14,0,0,45,12,12,0,33,0,471
3/5/2020,Molise,7,4,0,0,7,4,4,0,3,0,24
3/5/2020,Puglia,14,5,1,0,12,6,5,1,6,1,359
3/5/2020,Sardegna,2,0,0,0,2,2,2,0,0,0,50
3/5/2020,Sicilia,18,0,0,0,16,5,5,0,11,2,367
3/5/2020,NA,3858,769,148,41,3296,2141,1790,351,1155,414,32362
3/4/2020,Lombardia,1820,300,73,18,1497,1086,877,209,411,250,12138
3/4/2020,Liguria,26,2,1,0,21,13,10,3,8,4,133
3/4/2020,Piemonte,82,26,0,0,82,39,26,13,43,0,543
3/4/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,15
3/4/2020,Emilia-Romagna,544,124,22,4,516,282,256,26,234,6,2500
3/4/2020,Friuli Venezia Giulia,18,5,0,0,18,3,3,0,15,0,376
3/4/2020,Veneto,360,53,6,3,345,99,76,23,246,9,10515
3/4/2020,Trentino-Alto Adige,6,1,0,0,6,2,2,0,4,0,142
3/4/2020,Lazio,30,16,0,0,27,18,15,3,9,3,995
3/4/2020,Marche,84,23,4,2,80,49,34,15,31,0,288
3/4/2020,Toscana,38,19,0,0,37,17,15,2,20,1,776
3/4/2020,Umbria,9,1,0,0,9,2,1,1,7,0,58
3/4/2020,Abruzzo,7,1,0,0,7,7,7,0,0,0,85
3/4/2020,Basilicata,1,0,0,0,1,0,0,0,1,0,48
3/4/2020,Calabria,1,0,0,0,1,0,0,0,1,0,46
3/4/2020,Campania,31,1,0,0,31,11,11,0,20,0,429
3/4/2020,Molise,3,0,0,0,3,3,3,0,0,0,19
3/4/2020,Puglia,9,3,1,1,7,4,4,0,3,1,322
3/4/2020,Sardegna,2,1,0,0,2,1,1,0,1,0,42
3/4/2020,Sicilia,18,11,0,0,16,5,5,0,11,2,367
3/4/2020,NA,3089,587,107,28,2706,1641,1346,295,1065,276,29837
3/3/2020,Lombardia,1520,266,55,17,1326,865,698,167,461,139,9577
3/3/2020,Liguria,24,2,1,1,19,14,12,2,5,4,121
3/3/2020,Piemonte,56,5,0,0,56,16,13,3,40,0,458
3/3/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,12
3/3/2020,Emilia-Romagna,420,85,18,7,398,211,187,24,187,4,2012
3/3/2020,Friuli Venezia Giulia,13,4,0,0,13,1,1,0,12,0,354
3/3/2020,Veneto,307,34,3,1,297,68,49,19,229,7,10176
3/3/2020,Trentino-Alto Adige,5,4,0,0,5,2,2,0,3,0,142
3/3/2020,Lazio,14,7,0,0,11,10,10,0,1,3,877
3/3/2020,Marche,61,26,2,1,59,40,27,13,19,0,200
3/3/2020,Toscana,19,6,0,0,18,10,10,0,8,1,697
3/3/2020,Umbria,8,6,0,0,8,2,1,1,6,0,45
3/3/2020,Abruzzo,6,1,0,0,6,5,5,0,1,0,52
3/3/2020,Basilicata,1,1,0,0,1,0,0,0,1,0,42
3/3/2020,Calabria,1,0,0,0,1,0,0,0,1,0,39
3/3/2020,Campania,30,13,0,0,30,11,11,0,19,0,405
3/3/2020,Molise,3,3,0,0,3,3,3,0,0,0,13
3/3/2020,Puglia,6,2,0,0,6,2,2,0,4,0,298
3/3/2020,Sardegna,1,1,0,0,1,1,1,0,0,0,29
3/3/2020,Sicilia,7,0,0,0,5,2,2,0,3,2,307
3/3/2020,NA,2502,466,79,27,2263,1263,1034,229,1000,160,25856
3/2/2020,Lombardia,1254,270,38,14,1077,605,478,127,472,139,7925
3/2/2020,Liguria,22,3,0,0,18,13,12,1,5,4,121
3/2/2020,Piemonte,51,2,0,0,51,14,12,2,37,0,434
3/2/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,11
3/2/2020,Emilia-Romagna,335,50,11,3,324,164,148,16,160,0,1973
3/2/2020,Friuli Venezia Giulia,9,3,0,0,9,0,0,0,9,0,269
3/2/2020,Veneto,273,10,2,0,271,67,53,14,204,0,9782
3/2/2020,Trentino-Alto Adige,1,0,0,0,1,1,1,0,0,0,142
3/2/2020,Lazio,7,1,0,0,4,3,3,0,1,3,773
3/2/2020,Marche,35,10,1,1,34,23,17,6,11,0,137
3/2/2020,Toscana,13,0,0,0,12,7,7,0,5,1,613
3/2/2020,Umbria,2,0,0,0,2,0,0,0,2,0,35
3/2/2020,Abruzzo,5,0,0,0,5,3,3,0,2,0,52
3/2/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,39
3/2/2020,Calabria,1,0,0,0,1,0,0,0,1,0,39
3/2/2020,Campania,17,0,0,0,17,4,4,0,13,0,373
3/2/2020,Molise,0,0,0,0,0,0,0,0,0,0,13
3/2/2020,Puglia,4,1,0,0,4,2,2,0,2,0,278
3/2/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,29
3/2/2020,Sicilia,7,2,0,0,5,2,2,0,3,2,307
3/2/2020,NA,2036,342,52,18,1835,908,742,166,927,149,23345
3/1/2020,Lombardia,984,369,24,1,887,512,406,106,375,73,6879
3/1/2020,Liguria,25,17,0,0,21,13,12,1,8,4,121
3/1/2020,Piemonte,49,38,0,0,49,13,11,2,36,0,362
3/1/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,10
3/1/2020,Emilia-Romagna,285,68,8,4,277,140,127,13,137,0,1795
3/1/2020,Friuli Venezia Giulia,6,6,0,0,6,0,0,0,6,0,243
3/1/2020,Veneto,263,72,2,0,261,64,51,13,197,0,9056
3/1/2020,Trentino-Alto Adige,1,0,0,0,1,1,1,0,0,0,142
3/1/2020,Lazio,6,0,0,0,3,3,3,0,0,3,724
3/1/2020,Marche,25,14,0,0,25,17,12,5,8,0,101
3/1/2020,Toscana,13,2,0,0,12,7,7,0,5,1,572
3/1/2020,Umbria,2,2,0,0,2,0,0,0,2,0,35
3/1/2020,Abruzzo,5,3,0,0,5,3,3,0,2,0,52
3/1/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,39
3/1/2020,Calabria,1,0,0,0,1,0,0,0,1,0,35
3/1/2020,Campania,17,4,0,0,17,4,4,0,13,0,373
3/1/2020,Molise,0,0,0,0,0,0,0,0,0,0,6
3/1/2020,Puglia,3,0,0,0,3,1,1,0,2,0,262
3/1/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,29
3/1/2020,Sicilia,9,5,0,0,7,1,1,0,6,2,291
3/1/2020,NA,1694,566,34,5,1577,779,639,140,798,83,21127
2/29/2020,Lombardia,615,84,23,6,552,336,256,80,216,40,5723
2/29/2020,Liguria,42,23,0,0,38,5,4,1,33,4,121
2/29/2020,Piemonte,11,0,0,0,11,7,7,0,4,0,308
2/29/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,9
2/29/2020,Emilia-Romagna,217,72,4,2,213,97,86,11,116,0,1550
2/29/2020,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,189
2/29/2020,Veneto,191,40,2,0,189,35,24,11,154,0,8659
2/29/2020,Trentino-Alto Adige,1,0,0,0,1,1,1,0,0,0,59
2/29/2020,Lazio,6,3,0,0,3,3,3,0,0,3,679
2/29/2020,Marche,11,5,0,0,11,8,6,2,3,0,68
2/29/2020,Toscana,11,3,0,0,10,7,7,0,3,1,531
2/29/2020,Umbria,0,0,0,0,0,0,0,0,0,0,31
2/29/2020,Abruzzo,2,1,0,0,2,2,2,0,0,0,43
2/29/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,32
2/29/2020,Calabria,1,0,0,0,1,0,0,0,1,0,27
2/29/2020,Campania,13,9,0,0,13,3,3,0,10,0,373
2/29/2020,Molise,0,0,0,0,0,0,0,0,0,0,0
2/29/2020,Puglia,3,0,0,0,3,1,1,0,2,0,252
2/29/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,1
2/29/2020,Sicilia,4,0,0,0,2,1,1,0,1,2,6
2/29/2020,NA,1128,240,29,8,1049,506,401,105,543,50,18661
2/28/2020,Lombardia,531,128,17,3,474,282,235,47,192,40,4835
2/28/2020,Liguria,19,0,0,0,19,9,9,0,10,0,112
2/28/2020,Piemonte,11,9,0,0,11,7,7,0,4,0,227
2/28/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,9
2/28/2020,Emilia-Romagna,145,48,2,1,143,62,56,6,81,0,1277
2/28/2020,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,169
2/28/2020,Veneto,151,40,2,0,149,33,24,9,116,0,7414
2/28/2020,Trentino-Alto Adige,1,0,0,0,1,1,1,0,0,0,34
2/28/2020,Lazio,3,0,0,0,0,0,0,0,0,3,611
2/28/2020,Marche,6,3,0,0,6,5,3,2,1,0,47
2/28/2020,Toscana,8,6,0,0,7,5,5,0,2,1,437
2/28/2020,Umbria,0,0,0,0,0,0,0,0,0,0,8
2/28/2020,Abruzzo,1,0,0,0,1,1,1,0,0,0,33
2/28/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,0
2/28/2020,Calabria,1,1,0,0,1,0,0,0,1,0,21
2/28/2020,Campania,4,1,0,0,4,2,2,0,2,0,213
2/28/2020,Molise,0,0,0,0,0,0,0,0,0,0,0
2/28/2020,Puglia,3,2,0,0,3,1,1,0,2,0,242
2/28/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,1
2/28/2020,Sicilia,4,0,0,0,2,1,1,0,1,2,5
2/28/2020,NA,888,238,21,4,821,409,345,64,412,46,15695
2/27/2020,Lombardia,403,145,14,5,349,213,172,41,136,40,3320
2/27/2020,Liguria,19,8,0,0,19,9,9,0,10,0,78
2/27/2020,Piemonte,2,1,0,0,2,2,2,0,0,0,156
2/27/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,9
2/27/2020,Emilia-Romagna,97,50,1,0,96,42,36,6,54,0,1033
2/27/2020,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,141
2/27/2020,Veneto,111,40,2,0,109,27,19,8,82,0,6164
2/27/2020,Trentino-Alto Adige,1,0,0,0,1,1,1,0,0,0,34
2/27/2020,Lazio,3,0,0,0,0,0,0,0,0,3,552
2/27/2020,Marche,3,2,0,0,3,3,2,1,0,0,46
2/27/2020,Toscana,2,0,0,0,2,2,2,0,0,0,410
2/27/2020,Umbria,0,0,0,0,0,0,0,0,0,0,8
2/27/2020,Abruzzo,1,1,0,0,1,1,1,0,0,0,33
2/27/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,0
2/27/2020,Calabria,0,0,0,0,0,0,0,0,0,0,14
2/27/2020,Campania,3,3,0,0,3,2,2,0,1,0,10
2/27/2020,Molise,0,0,0,0,0,0,0,0,0,0,0
2/27/2020,Puglia,1,1,0,0,1,1,1,0,0,0,0
2/27/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,1
2/27/2020,Sicilia,4,1,0,0,2,1,1,0,1,2,5
2/27/2020,NA,650,250,17,5,588,304,248,56,284,45,12014
2/26/2020,Lombardia,258,18,9,0,249,104,79,25,145,0,3208
2/26/2020,Liguria,11,10,0,0,11,6,6,0,5,0,66
2/26/2020,Piemonte,3,0,0,0,3,2,2,0,1,0,156
2/26/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,7
2/26/2020,Emilia-Romagna,47,21,1,1,46,23,20,3,23,0,577
2/26/2020,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,114
2/26/2020,Veneto,71,28,2,1,69,24,16,8,45,0,4900
2/26/2020,Trentino-Alto Adige,1,0,0,0,1,1,1,0,0,0,4
2/26/2020,Lazio,3,0,0,0,0,0,0,0,0,3,124
2/26/2020,Marche,1,1,0,0,1,1,1,0,0,0,28
2/26/2020,Toscana,2,0,0,0,2,2,2,0,0,0,363
2/26/2020,Umbria,0,0,0,0,0,0,0,0,0,0,8
2/26/2020,Abruzzo,0,0,0,0,0,0,0,0,0,0,13
2/26/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,Calabria,0,0,0,0,0,0,0,0,0,0,3
2/26/2020,Campania,0,0,0,0,0,0,0,0,0,0,10
2/26/2020,Molise,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,Puglia,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,1
2/26/2020,Sicilia,3,0,0,0,3,1,1,0,2,0,5
2/26/2020,NA,400,78,12,2,385,164,128,36,221,3,9587
2/25/2020,Lombardia,240,68,9,3,231,104,79,25,127,0,3700
2/25/2020,Liguria,1,1,0,0,1,1,1,0,0,0,39
2/25/2020,Piemonte,3,0,0,0,3,2,2,0,1,0,141
2/25/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,7
2/25/2020,Emilia-Romagna,26,8,0,0,26,17,15,2,9,0,391
2/25/2020,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,89
2/25/2020,Veneto,43,10,1,0,42,19,12,7,23,0,3780
2/25/2020,Trentino-Alto Adige,1,1,0,0,1,1,1,0,0,0,4
2/25/2020,Lazio,3,0,0,0,2,2,1,1,0,1,124
2/25/2020,Marche,0,0,0,0,0,0,0,0,0,0,21
2/25/2020,Toscana,2,2,0,0,2,2,2,0,0,0,296
2/25/2020,Umbria,0,0,0,0,0,0,0,0,0,0,8
2/25/2020,Abruzzo,0,0,0,0,0,0,0,0,0,0,5
2/25/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,0
2/25/2020,Calabria,0,0,0,0,0,0,0,0,0,0,2
2/25/2020,Campania,0,0,0,0,0,0,0,0,0,0,10
2/25/2020,Molise,0,0,0,0,0,0,0,0,0,0,0
2/25/2020,Puglia,0,0,0,0,0,0,0,0,0,0,0
2/25/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,1
2/25/2020,Sicilia,3,3,0,0,3,1,1,0,2,0,5
2/25/2020,NA,322,93,10,3,311,150,114,35,162,1,8623
2/24/2020,Lombardia,172,166,6,6,166,95,76,19,71,0,1463
2/24/2020,Liguria,0,0,0,0,0,0,0,0,0,0,1
2/24/2020,Piemonte,3,3,0,0,3,2,2,0,1,0,141
2/24/2020,Valle d'Aosta,0,0,0,0,0,0,0,0,0,0,7
2/24/2020,Emilia-Romagna,18,18,0,0,18,12,10,2,6,0,148
2/24/2020,Friuli Venezia Giulia,0,0,0,0,0,0,0,0,0,0,58
2/24/2020,Veneto,33,32,1,1,32,16,12,4,16,0,2200
2/24/2020,Trentino-Alto Adige,0,0,0,0,0,0,0,0,0,0,4
2/24/2020,Lazio,3,2,0,0,2,2,1,1,0,1,124
2/24/2020,Marche,0,0,0,0,0,0,0,0,0,0,16
2/24/2020,Toscana,0,0,0,0,0,0,0,0,0,0,140
2/24/2020,Umbria,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,Abruzzo,0,0,0,0,0,0,0,0,0,0,5
2/24/2020,Basilicata,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,Calabria,0,0,0,0,0,0,0,0,0,0,1
2/24/2020,Campania,0,0,0,0,0,0,0,0,0,0,10
2/24/2020,Molise,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,Puglia,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,Sardegna,0,0,0,0,0,0,0,0,0,0,1
2/24/2020,Sicilia,0,0,0,0,0,0,0,0,0,0,5
2/24/2020,NA,229,221,7,7,221,127,101,26,94,1,4324
