ID,Postcode,Locality,State,Longitude,Latitude,Category,Type,SA3,SA3 Name,SA4,SA4 Name,Status
458,1001,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
459,1002,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
460,1003,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
461,1004,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
462,1005,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
463,1006,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
464,1007,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
465,1008,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
466,1009,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
467,1010,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
468,1020,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
469,1021,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
470,1022,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
471,1023,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
472,1025,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
473,1026,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
474,1027,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
475,1028,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
476,1029,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
477,1030,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
478,1031,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
479,1032,SYDNEY,NSW,150.874182,-33.662834,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
480,1033,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
481,1034,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
482,1035,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
483,1036,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
484,1037,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
485,1038,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
486,1039,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
487,1040,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
488,1041,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
489,1042,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
490,1043,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
491,1044,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
492,1045,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
493,1046,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
494,1100,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
495,1101,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
496,1105,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
497,1106,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
498,1107,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
499,1108,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
500,1109,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
501,1110,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
502,1112,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
503,1113,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
504,1114,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
505,1115,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
506,1116,SYDNEY,NSW,150.866145,-33.666729,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
507,1117,SYDNEY,NSW,150.87022,-33.664575,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
508,1118,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
509,1119,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
510,1120,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
511,1121,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
512,1122,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
513,1123,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
514,1124,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
515,1125,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
516,1126,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
517,1127,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
518,1128,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
519,1129,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
520,1130,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
521,1131,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
522,1132,SYDNEY,NSW,150.874265,-33.66279,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
523,1133,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
524,1134,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
525,1135,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
526,1136,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
527,1137,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
528,1138,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
529,1139,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
530,1140,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
531,1141,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
532,1142,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
533,1143,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
534,1144,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
535,1145,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
536,1146,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
537,1147,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
538,1148,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
539,1149,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
540,1150,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
541,1151,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
542,1152,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
543,1153,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
544,1154,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
545,1155,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
546,1156,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
547,1157,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
548,1158,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
549,1159,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
550,1160,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
551,1161,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
552,1162,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
553,1163,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
554,1164,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
555,1165,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
556,1166,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
557,1167,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
558,1168,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
559,1169,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
560,1170,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
561,1171,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
562,1172,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
563,1173,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
564,1174,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
565,1175,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
566,1176,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
567,1177,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
568,1178,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
569,1179,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
570,1180,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
571,1181,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
572,1182,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
573,1183,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
574,1184,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
575,1185,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
576,1186,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
577,1187,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
578,1188,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
579,1189,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
580,1190,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
581,1191,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
582,1192,SYDNEY,NSW,147.685283,-34.790684,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
583,1193,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
584,1194,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
585,1195,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
586,1196,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
587,1197,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
588,1198,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
589,1199,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
591,1201,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
592,1202,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
593,1203,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
595,1205,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
597,1207,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
598,1208,HAYMARKET,NSW,151.659454,-29.816475,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
599,1209,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,LVR,LVR,,,,,Updated 25-Jan-2020
600,1210,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,LVR,LVR,,,,,Updated 25-Jan-2020
601,1211,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,LVR,LVR,,,,,Updated 25-Jan-2020
602,1212,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,LVR,LVR,,,,,Updated 25-Jan-2020
603,1213,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,LVR,LVR,,,,,Updated 25-Jan-2020
604,1214,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,LVR,LVR,,,,,Updated 25-Jan-2020
605,1215,AUSTRALIA SQUARE,NSW,151.176251,-33.891788,Post Office Boxes,Post Office Boxes,,,,,Updated 25-Jan-2020
606,1216,GROSVENOR PLACE,NSW,151.034025,-33.741311,LVR,LVR,,,,,Updated 25-Jan-2020
607,1217,GROSVENOR PLACE,NSW,151.034025,-33.741311,LVR,LVR,,,,,Updated 25-Jan-2020
608,1218,GROSVENOR PLACE,NSW,151.034025,-33.741311,LVR,LVR,,,,,Updated 25-Jan-2020
609,1219,GROSVENOR PLACE,NSW,151.034025,-33.741311,LVR,LVR,,,,,Updated 25-Jan-2020
610,1220,GROSVENOR PLACE,NSW,151.034025,-33.741311,Post Office Boxes,Post Office Boxes,,,,,Updated 25-Jan-2020
611,1221,ROYAL EXCHANGE,NSW,151.207905,-33.86533,LVR,LVR,,,,,Updated 25-Jan-2020
612,1222,ROYAL EXCHANGE,NSW,151.207905,-33.86533,LVR,LVR,,,,,Updated 25-Jan-2020
613,1223,ROYAL EXCHANGE,NSW,151.207905,-33.86533,LVR,LVR,,,,,Updated 25-Jan-2020
614,1224,ROYAL EXCHANGE,NSW,151.207905,-33.86533,LVR,LVR,,,,,Updated 25-Jan-2020
615,1225,ROYAL EXCHANGE,NSW,151.207905,-33.86533,Post Office Boxes,Post Office Boxes,,,,,Updated 25-Jan-2020
616,1226,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749,LVR,LVR,,,,,Updated 25-Jan-2020
617,1227,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749,LVR,LVR,,,,,Updated 25-Jan-2020
618,1228,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749,LVR,LVR,,,,,Updated 25-Jan-2020
619,1229,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749,LVR,LVR,,,,,Updated 25-Jan-2020
620,1230,QUEEN VICTORIA BUILDING,NSW,151.206708,-33.871749,Post Office Boxes,Post Office Boxes,,,,,Updated 25-Jan-2020
621,1231,SYDNEY SOUTH,NSW,151.042528,-33.815551,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
622,1232,SYDNEY SOUTH,NSW,151.042528,-33.815551,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
623,1233,SYDNEY SOUTH,NSW,151.042528,-33.815551,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
624,1234,SYDNEY SOUTH,NSW,151.042528,-33.815551,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
625,1235,SYDNEY SOUTH,NSW,151.042528,-33.815551,Post Office Boxes,Post Office Boxes,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
626,1236,HAYMARKET,NSW,151.659454,-29.816475,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
627,1237,HAYMARKET,NSW,151.659454,-29.816475,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
628,1238,HAYMARKET,NSW,151.659454,-29.816475,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
629,1239,HAYMARKET,NSW,151.659454,-29.816475,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
630,1240,HAYMARKET,NSW,151.659454,-29.816475,Post Office Boxes,Post Office Boxes,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
631,1291,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
632,1292,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
633,1293,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
634,1294,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
635,1295,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
636,1296,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
637,1297,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
638,1298,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
639,1299,SYDNEY,NSW,151.268071,-33.794883,LVR,LVR,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
640,1300,DARLINGHURST,NSW,151.220876,-33.877331,Post Office Boxes,Post Office Boxes,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
644,1314,EASTERN SUBURBS MC,NSW,,,,,,,,,
665,1335,POTTS POINT,NSW,151.117575,-33.82269,Post Office Boxes,Post Office Boxes,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
666,1340,KINGS CROSS,NSW,148.021014,-35.537721,Post Office Boxes,Post Office Boxes,11703,Sydney Inner City,117,Sydney - City and Inner South,Updated 25-Mar-2020 SA3
